Query	Quality Threshold	Repetition	Unfairness
Query 2	θ = 0.48	75481	0.02
Query 1	θ = 0.28	75182	0.01
Query 2	θ = 0.48	144320	0.01
Query 1	θ = 0.98	25022	0.180153
Query 1	θ = 0.98	16683	0.168054
Query 1	θ = 0.98	129233	0.279656
Query 2	θ = 0.88	188093	0.014435
Query 2	θ = 0.48	117888	0.01
Query 3	θ = 0.48	87592	0.009232
Query 2	θ = 0.98	9670	0.008881
Query 3	θ = 0.78	181480	0.079867
Query 3	θ = 0.98	115236	0.207198
Query 1	θ = 0.48	107834	0.023437
Query 2	θ = 0.48	19506	0.01
Query 3	θ = 0.78	70640	0.124160
Query 3	θ = 0.78	170586	0.083647
Query 3	θ = 0.78	82137	0.118910
Query 1	θ = 0.28	54390	0.01
Query 3	θ = 0.48	126168	0.01
Query 1	θ = 0.88	128314	0.243259
Query 2	θ = 0.28	150315	0.01
Query 1	θ = 0.88	137113	0.239329
Query 1	θ = 0.48	190656	0.01
Query 1	θ = 0.88	57633	0.279516
Query 3	θ = 0.28	50418	0.01
Query 2	θ = 0.48	70235	0.01
Query 1	θ = 0.98	122756	0.275376
Query 1	θ = 0.98	26836	0.182677
Query 3	θ = 0.98	89747	0.190564
Query 1	θ = 0.78	1482	0.212467
Query 3	θ = 0.28	126125	0.01
Query 3	θ = 0.88	97126	0.196682
Query 1	θ = 0.98	96378	0.255818
Query 1	θ = 0.48	144499	0.006540
Query 3	θ = 0.28	89569	0.01
Query 3	θ = 0.48	38329	0.044477
Query 2	θ = 0.28	75628	0.01
Query 3	θ = 0.78	13936	0.153010
Query 2	θ = 0.88	149116	0.026772
Query 2	θ = 0.78	160663	0.03
Query 3	θ = 0.78	187036	0.077969
Query 1	θ = 0.48	57129	0.050629
Query 3	θ = 0.98	125472	0.213143
Query 1	θ = 0.48	193632	0.01
Query 1	θ = 0.78	78631	0.161559
Query 1	θ = 0.48	53853	0.052607
Query 1	θ = 0.48	39724	0.061312
Query 3	θ = 0.28	99605	0.01
Query 3	θ = 0.78	140122	0.094851
Query 3	θ = 0.88	66754	0.210238
Query 2	θ = 0.78	135133	0.04
Query 3	θ = 0.28	183998	0.01
Query 2	θ = 0.28	185808	0.01
Query 1	θ = 0.48	116304	0.019271
Query 1	θ = 0.28	52013	0.01
Query 3	θ = 0.48	85245	0.010822
Query 3	θ = 0.48	93094	0.005537
Query 3	θ = 0.48	28038	0.052118
Query 3	θ = 0.78	199672	0.073759
Query 2	θ = 0.88	153298	0.025364
Query 1	θ = 0.48	135782	0.009977
Query 3	θ = 0.88	104109	0.193785
Query 3	θ = 0.48	156878	0.01
Query 3	θ = 0.98	112818	0.205735
Query 1	θ = 0.98	126443	0.277846
Query 3	θ = 0.88	147669	0.177428
Query 3	θ = 0.88	37394	0.225136
Query 1	θ = 0.88	109015	0.252352
Query 1	θ = 0.98	70511	0.233060
Query 2	θ = 0.28	120073	0.01
Query 1	θ = 0.48	79639	0.037882
Query 2	θ = 0.28	22378	0.01
Query 1	θ = 0.28	87420	0.01
Query 3	θ = 0.88	81414	0.203483
Query 1	θ = 0.48	165974	0.01
Query 2	θ = 0.98	2609	0.002470
Query 3	θ = 0.78	38467	0.139903
Query 1	θ = 0.28	13192	0.01
Query 2	θ = 0.28	133981	0.01
Query 3	θ = 0.28	49837	0.01
Query 1	θ = 0.48	40664	0.060724
Query 2	θ = 0.78	56991	0.05
Query 3	θ = 0.28	163794	0.01
Query 2	θ = 0.78	108337	0.05
Query 3	θ = 0.28	4159	0.01
Query 3	θ = 0.48	112957	0.01
Query 2	θ = 0.98	171097	0.088739
Query 3	θ = 0.48	18650	0.059166
Query 2	θ = 0.98	198231	0.095821
Query 3	θ = 0.48	20780	0.057552
Query 2	θ = 0.48	126493	0.01
Query 2	θ = 0.48	20462	0.02
Query 2	θ = 0.28	75458	0.01
Query 2	θ = 0.78	16759	0.004780
Query 1	θ = 0.88	127316	0.243714
Query 2	θ = 0.48	149450	0.01
Query 1	θ = 0.78	89585	0.153802
Query 2	θ = 0.98	183988	0.092223
Query 2	θ = 0.78	101451	0.04
Query 1	θ = 0.48	42559	0.059542
Query 2	θ = 0.88	174633	0.018502
Query 2	θ = 0.78	67294	0.03
Query 3	θ = 0.28	184253	0.01
Query 2	θ = 0.48	52116	0.02
Query 3	θ = 0.48	190531	0.01
Query 3	θ = 0.88	123105	0.186331
Query 1	θ = 0.78	94207	0.150604
Query 3	θ = 0.28	25650	0.01
Query 1	θ = 0.48	139953	0.008261
Query 2	θ = 0.48	164953	0.02
Query 1	θ = 0.48	52163	0.053633
Query 2	θ = 0.28	48776	0.01
Query 3	θ = 0.98	13966	0.117716
Query 3	θ = 0.48	182031	0.01
Query 1	θ = 0.48	142692	0.007222
Query 3	θ = 0.98	78977	0.182629
Query 1	θ = 0.48	9978	0.080633
Query 3	θ = 0.88	173657	0.168871
Query 2	θ = 0.98	106362	0.066810
Query 1	θ = 0.88	165974	0.226874
Query 1	θ = 0.88	198747	0.213735
Query 1	θ = 0.78	35706	0.194544
Query 3	θ = 0.98	26829	0.133513
Query 3	θ = 0.28	25223	0.01
Query 3	θ = 0.98	41709	0.149679
Query 2	θ = 0.98	194330	0.094874
Query 3	θ = 0.28	69872	0.01
Query 3	θ = 0.88	121268	0.187028
Query 1	θ = 0.98	18527	0.170837
Query 2	θ = 0.48	70186	0.01
Query 2	θ = 0.48	95711	0.02
Query 1	θ = 0.88	192266	0.216220
Query 3	θ = 0.28	6261	0.01
Query 2	θ = 0.88	77122	0.054889
Query 2	θ = 0.48	101835	0.02
Query 2	θ = 0.98	176451	0.090214
Query 3	θ = 0.28	90276	0.01
Query 2	θ = 0.28	3878	0.01
Query 1	θ = 0.28	125303	0.01
Query 2	θ = 0.88	67958	0.059089
Query 2	θ = 0.28	14785	0.01
Query 1	θ = 0.88	27227	0.298570
Query 1	θ = 0.78	175841	0.100346
Query 1	θ = 0.98	50159	0.211745
Query 3	θ = 0.28	155243	0.01
Query 1	θ = 0.28	39539	0.01
Query 2	θ = 0.48	130621	0.01
Query 3	θ = 0.98	38896	0.146776
Query 2	θ = 0.88	68166	0.058991
Query 2	θ = 0.78	105511	0.04
Query 1	θ = 0.48	23042	0.071976
Query 2	θ = 0.78	84119	0.03
Query 1	θ = 0.98	104128	0.261956
Query 1	θ = 0.88	193462	0.215758
Query 1	θ = 0.98	22286	0.176265
Query 1	θ = 0.88	30678	0.296273
Query 3	θ = 0.48	93178	0.005481
Query 3	θ = 0.48	74085	0.018499
Query 2	θ = 0.88	153195	0.025397
Query 2	θ = 0.48	162624	0.02
Query 3	θ = 0.28	12313	0.01
Query 2	θ = 0.48	31619	0.01
Query 1	θ = 0.98	33792	0.192007
Query 3	θ = 0.88	14232	0.238369
Query 2	θ = 0.78	169981	0.05
Query 2	θ = 0.48	14	0.01
Query 3	θ = 0.78	102423	0.110031
Query 1	θ = 0.28	92093	0.01
Query 3	θ = 0.48	64412	0.025316
Query 2	θ = 0.28	59731	0.01
Query 3	θ = 0.28	88084	0.01
Query 2	θ = 0.98	169760	0.088363
Query 2	θ = 0.78	125990	0.03
Query 2	θ = 0.98	76389	0.053162
Query 2	θ = 0.78	24861	0.001403
Query 1	θ = 0.48	103133	0.025783
Query 2	θ = 0.88	174001	0.018700
Query 3	θ = 0.98	177132	0.238231
Query 1	θ = 0.28	44644	0.01
Query 2	θ = 0.48	180351	0.02
Query 3	θ = 0.28	108644	0.01
Query 1	θ = 0.28	148740	0.01
Query 3	θ = 0.98	176216	0.237845
Query 2	θ = 0.88	82479	0.052512
Query 2	θ = 0.28	122297	0.01
Query 3	θ = 0.78	16714	0.151477
Query 1	θ = 0.88	115386	0.249273
Query 1	θ = 0.48	88896	0.033038
Query 3	θ = 0.88	168679	0.170450
Query 3	θ = 0.28	46648	0.01
Query 2	θ = 0.28	194934	0.01
Query 3	θ = 0.88	129452	0.183947
Query 1	θ = 0.88	185390	0.218912
Query 1	θ = 0.88	19959	0.303489
Query 3	θ = 0.28	184846	0.01
Query 1	θ = 0.48	144577	0.006510
Query 1	θ = 0.78	191832	0.091713
Query 1	θ = 0.28	153992	0.01
Query 3	θ = 0.88	5676	0.243638
Query 1	θ = 0.88	176013	0.222692
Query 2	θ = 0.88	151387	0.026009
Query 1	θ = 0.28	167127	0.01
Query 2	θ = 0.78	1222	0.010523
Query 3	θ = 0.48	196418	0.01
Query 1	θ = 0.78	2121	0.212127
Query 1	θ = 0.28	85827	0.01
Query 2	θ = 0.48	176839	0.01
Query 3	θ = 0.78	190746	0.076717
Query 3	θ = 0.78	30955	0.143807
Query 1	θ = 0.98	188634	0.312433
Query 3	θ = 0.78	90372	0.115244
Query 3	θ = 0.48	99515	0.001347
Query 1	θ = 0.28	10980	0.01
Query 2	θ = 0.48	63299	0.02
Query 1	θ = 0.28	117213	0.01
Query 3	θ = 0.98	36945	0.144723
Query 2	θ = 0.98	25540	0.021772
Query 2	θ = 0.78	44694	0.04
Query 3	θ = 0.28	95705	0.02
Query 1	θ = 0.98	24740	0.179763
Query 2	θ = 0.98	126881	0.074705
Query 2	θ = 0.98	26033	0.022145
Query 3	θ = 0.98	93449	0.193162
Query 3	θ = 0.98	77065	0.181152
Query 1	θ = 0.88	137911	0.238979
Query 1	θ = 0.48	138129	0.008979
Query 1	θ = 0.28	18785	0.01
Query 3	θ = 0.78	25216	0.146856
Query 2	θ = 0.78	51609	0.03
Query 3	θ = 0.98	84887	0.187054
Query 2	θ = 0.98	50137	0.038532
Query 1	θ = 0.48	152847	0.003422
Query 2	θ = 0.48	27640	0.02
Query 3	θ = 0.88	106664	0.192756
Query 2	θ = 0.78	23053	0.002147
Query 1	θ = 0.98	192084	0.314063
Query 2	θ = 0.48	115269	0.01
Query 1	θ = 0.28	15523	0.01
Query 3	θ = 0.98	112530	0.205559
Query 2	θ = 0.98	186235	0.092811
Query 1	θ = 0.28	145659	0.01
Query 3	θ = 0.98	134266	0.217962
Query 1	θ = 0.98	143103	0.288287
Query 1	θ = 0.98	38855	0.198408
Query 3	θ = 0.88	126417	0.185082
Query 3	θ = 0.48	103074	0.000232
Query 2	θ = 0.98	140053	0.079266
Query 1	θ = 0.98	131055	0.280830
Query 3	θ = 0.98	115282	0.207225
Query 3	θ = 0.28	29847	0.01
Query 3	θ = 0.28	107376	0.01
Query 3	θ = 0.88	48345	0.219355
Query 3	θ = 0.78	18670	0.150406
Query 3	θ = 0.28	148757	0.02
Query 1	θ = 0.28	170217	0.01
Query 3	θ = 0.98	95000	0.194229
Query 1	θ = 0.28	103423	0.01
Query 1	θ = 0.28	191848	0.01
Query 3	θ = 0.88	112034	0.190609
Query 2	θ = 0.78	94253	0.02
Query 2	θ = 0.78	107125	0.03
Query 1	θ = 0.48	114508	0.020148
Query 3	θ = 0.48	53126	0.033463
Query 1	θ = 0.28	158752	0.01
Query 3	θ = 0.88	12687	0.239300
Query 2	θ = 0.98	3030	0.002861
Query 3	θ = 0.98	54327	0.161915
Query 1	θ = 0.98	93250	0.253268
Query 3	θ = 0.28	192873	0.01
Query 1	θ = 0.28	138074	0.01
Query 1	θ = 0.88	172531	0.224128
Query 1	θ = 0.28	159730	0.01
Query 2	θ = 0.28	189290	0.01
Query 1	θ = 0.78	96785	0.148840
Query 3	θ = 0.28	126800	0.01
Query 2	θ = 0.28	41227	0.01
Query 3	θ = 0.28	117031	0.01
Query 2	θ = 0.98	5252	0.004922
Query 1	θ = 0.78	2813	0.211757
Query 1	θ = 0.78	114867	0.136811
Query 2	θ = 0.98	3361	0.003171
Query 3	θ = 0.48	124282	0.02
Query 2	θ = 0.78	165916	0.03
Query 3	θ = 0.88	146388	0.177875
Query 2	θ = 0.48	138461	0.01
Query 1	θ = 0.88	46647	0.286101
Query 3	θ = 0.48	154085	0.01
Query 2	θ = 0.78	40182	0.03
Query 2	θ = 0.78	144237	0.03
Query 3	θ = 0.48	79748	0.014579
Query 2	θ = 0.98	91323	0.060323
Query 1	θ = 0.88	170472	0.224982
Query 1	θ = 0.28	151642	0.01
Query 3	θ = 0.78	130790	0.098462
Query 1	θ = 0.48	182401	0.01
Query 3	θ = 0.48	11570	0.064588
Query 1	θ = 0.78	16946	0.204407
Query 2	θ = 0.88	125099	0.035299
Query 1	θ = 0.78	87729	0.155100
Query 3	θ = 0.78	85867	0.117241
Query 3	θ = 0.48	33184	0.048323
Query 2	θ = 0.98	112528	0.069296
Query 3	θ = 0.98	121002	0.210595
Query 3	θ = 0.88	89122	0.200098
Query 2	θ = 0.88	175292	0.018298
Query 1	θ = 0.98	107655	0.264629
Query 2	θ = 0.88	96043	0.046718
Query 3	θ = 0.98	46815	0.154779
Query 2	θ = 0.78	180602	0.04
Query 1	θ = 0.28	182132	0.01
Query 3	θ = 0.48	17844	0.059778
Query 2	θ = 0.78	129730	0.03
Query 3	θ = 0.28	90173	0.01
Query 1	θ = 0.28	122315	0.01
Query 2	θ = 0.88	85912	0.051016
Query 1	θ = 0.88	141658	0.237350
Query 1	θ = 0.88	44464	0.287447
Query 2	θ = 0.98	128214	0.075179
Query 2	θ = 0.78	53404	0.03
Query 3	θ = 0.28	140270	0.01
Query 1	θ = 0.88	199362	0.213502
Query 1	θ = 0.28	11	0.01
Query 2	θ = 0.88	17741	0.085350
Query 2	θ = 0.48	197271	0.01
Query 1	θ = 0.98	75859	0.238109
Query 2	θ = 0.28	35208	0.01
Query 2	θ = 0.48	107043	0.01
Query 3	θ = 0.48	143918	0.01
Query 3	θ = 0.28	156915	0.01
Query 3	θ = 0.88	160095	0.173231
Query 3	θ = 0.78	22284	0.148437
Query 1	θ = 0.78	74862	0.164289
Query 1	θ = 0.78	110748	0.139496
Query 2	θ = 0.48	117679	0.01
Query 2	θ = 0.28	52830	0.01
Query 3	θ = 0.48	12234	0.064075
Query 3	θ = 0.88	132167	0.182946
Query 2	θ = 0.98	26446	0.022448
Query 1	θ = 0.78	198310	0.088312
Query 2	θ = 0.28	74092	0.01
Query 3	θ = 0.78	185321	0.078549
Query 2	θ = 0.98	42162	0.033473
Query 1	θ = 0.88	82864	0.265526
Query 3	θ = 0.98	182966	0.240638
Query 1	θ = 0.48	181978	0.01
Query 2	θ = 0.28	152792	0.01
Query 3	θ = 0.88	131315	0.183258
Query 1	θ = 0.28	122544	0.01
Query 2	θ = 0.98	4472	0.004206
Query 3	θ = 0.78	30703	0.143938
Query 2	θ = 0.88	13957	0.087603
Query 1	θ = 0.98	155667	0.295592
Query 1	θ = 0.28	126695	0.01
Query 1	θ = 0.28	69336	0.01
Query 2	θ = 0.48	75734	0.01
Query 2	θ = 0.78	15252	0.005417
Query 3	θ = 0.78	120754	0.102441
Query 2	θ = 0.48	131167	0.01
Query 1	θ = 0.48	14790	0.077412
Query 1	θ = 0.78	165884	0.105900
Query 2	θ = 0.78	2127	0.010198
Query 2	θ = 0.78	80680	0.05
Query 1	θ = 0.78	90687	0.153037
Query 3	θ = 0.48	10360	0.065523
Query 1	θ = 0.28	136988	0.01
Query 3	θ = 0.78	187788	0.077713
Query 2	θ = 0.48	146704	0.02
Query 2	θ = 0.48	119082	0.02
Query 1	θ = 0.88	1219	0.316746
Query 3	θ = 0.48	99134	0.001533
Query 2	θ = 0.78	198816	0.04
Query 1	θ = 0.48	37357	0.062799
Query 2	θ = 0.78	20683	0.003136
Query 3	θ = 0.78	195498	0.075137
Query 2	θ = 0.98	16694	0.014801
Query 2	θ = 0.98	122110	0.072964
Query 3	θ = 0.78	68347	0.125236
Query 3	θ = 0.98	79847	0.183287
Query 3	θ = 0.28	84152	0.01
Query 2	θ = 0.88	19062	0.084573
Query 1	θ = 0.78	139016	0.121649
Query 1	θ = 0.78	31515	0.197177
Query 3	θ = 0.28	192467	0.01
Query 1	θ = 0.98	73539	0.235959
Query 1	θ = 0.88	33462	0.294446
Query 3	θ = 0.78	110088	0.106811
Query 3	θ = 0.98	152113	0.227003
Query 2	θ = 0.78	149716	0.05
Query 3	θ = 0.88	22996	0.233191
Query 3	θ = 0.88	160102	0.173228
Query 1	θ = 0.78	114897	0.136792
Query 2	θ = 0.78	191286	0.03
Query 3	θ = 0.48	185808	0.02
Query 2	θ = 0.78	17533	0.004453
Query 2	θ = 0.28	116593	0.01
Query 2	θ = 0.28	1574	0.01
Query 3	θ = 0.78	165893	0.085313
Query 2	θ = 0.88	99193	0.045415
Query 3	θ = 0.88	117200	0.188592
Query 2	θ = 0.28	457	0.01
Query 2	θ = 0.78	120581	0.03
Query 3	θ = 0.48	59948	0.028513
Query 1	θ = 0.48	115729	0.019551
Query 2	θ = 0.28	145862	0.01
Query 3	θ = 0.28	63244	0.01
Query 3	θ = 0.98	41842	0.149815
Query 3	θ = 0.98	2734	0.102289
Query 1	θ = 0.48	152081	0.003706
Query 1	θ = 0.88	163568	0.227899
Query 1	θ = 0.48	116453	0.019198
Query 3	θ = 0.78	94431	0.113467
Query 1	θ = 0.78	66242	0.170641
Query 3	θ = 0.28	92624	0.01
Query 2	θ = 0.48	39257	0.01
Query 2	θ = 0.48	162234	0.01
Query 2	θ = 0.98	14234	0.012776
Query 3	θ = 0.48	121948	0.01
Query 2	θ = 0.78	168032	0.05
Query 3	θ = 0.28	66500	0.01
Query 2	θ = 0.78	6066	0.008794
Query 1	θ = 0.28	141958	0.01
Query 3	θ = 0.88	76878	0.205536
Query 2	θ = 0.28	41260	0.01
Query 1	θ = 0.98	180745	0.308670
Query 1	θ = 0.98	68934	0.231528
Query 3	θ = 0.88	160250	0.173180
Query 2	θ = 0.88	104659	0.043182
Query 3	θ = 0.48	161843	0.02
Query 3	θ = 0.88	19029	0.235505
Query 3	θ = 0.78	20604	0.149348
Query 1	θ = 0.48	34560	0.064568
Query 1	θ = 0.48	175716	0.01
Query 3	θ = 0.28	28172	0.01
Query 3	θ = 0.88	16009	0.237297
Query 3	θ = 0.78	36991	0.140666
Query 2	θ = 0.98	110388	0.068447
Query 2	θ = 0.28	197799	0.01
Query 3	θ = 0.48	199141	0.01
Query 3	θ = 0.88	197464	0.161676
Query 2	θ = 0.28	84827	0.02
Query 2	θ = 0.48	198031	0.01
Query 1	θ = 0.88	100607	0.256524
Query 2	θ = 0.78	142218	0.03
Query 1	θ = 0.48	137296	0.009332
Query 1	θ = 0.78	5086	0.210552
Query 3	θ = 0.98	160954	0.231150
Query 2	θ = 0.78	185008	0.04
Query 3	θ = 0.28	155770	0.01
Query 2	θ = 0.48	58595	0.01
Query 2	θ = 0.28	98327	0.01
Query 1	θ = 0.98	155475	0.295479
Query 2	θ = 0.88	137675	0.030742
Query 1	θ = 0.48	72635	0.041615
Query 2	θ = 0.48	112171	0.01
Query 2	θ = 0.28	181047	0.01
Query 1	θ = 0.28	52375	0.01
Query 3	θ = 0.98	189139	0.243107
Query 1	θ = 0.78	28257	0.198764
Query 2	θ = 0.88	32783	0.076845
Query 2	θ = 0.48	4643	0.02
Query 3	θ = 0.28	102673	0.01
Query 2	θ = 0.28	155902	0.01
Query 2	θ = 0.98	52298	0.039853
Query 2	θ = 0.28	199784	0.01
Query 3	θ = 0.98	125827	0.213343
Query 2	θ = 0.88	91942	0.048432
Query 2	θ = 0.48	138142	0.01
Query 3	θ = 0.98	61782	0.168593
Query 3	θ = 0.28	97826	0.01
Query 2	θ = 0.78	57849	0.05
Query 1	θ = 0.88	104231	0.254707
Query 2	θ = 0.88	34450	0.075950
Query 2	θ = 0.98	187767	0.093207
Query 1	θ = 0.98	144930	0.289380
Query 2	θ = 0.78	67439	0.05
Query 1	θ = 0.78	87216	0.155459
Query 2	θ = 0.78	191146	0.02
Query 1	θ = 0.28	23948	0.01
Query 2	θ = 0.28	197686	0.01
Query 2	θ = 0.98	14403	0.012914
Query 3	θ = 0.78	166649	0.085045
Query 1	θ = 0.88	29606	0.296984
Query 1	θ = 0.78	182	0.213164
Query 1	θ = 0.98	160310	0.298196
Query 1	θ = 0.48	53086	0.053072
Query 1	θ = 0.98	43819	0.204450
Query 2	θ = 0.88	138019	0.030619
Query 1	θ = 0.98	111653	0.267583
Query 3	θ = 0.28	81971	0.01
Query 1	θ = 0.48	195516	0.01
Query 3	θ = 0.78	51498	0.133343
Query 3	θ = 0.28	77673	0.01
Query 1	θ = 0.78	145503	0.117740
Query 2	θ = 0.98	28707	0.024133
Query 2	θ = 0.48	37615	0.02
Query 1	θ = 0.98	196605	0.316147
Query 2	θ = 0.88	180731	0.016634
Query 2	θ = 0.48	69686	0.01
Query 3	θ = 0.28	109248	0.01
Query 1	θ = 0.48	125848	0.014668
Query 1	θ = 0.28	109233	0.01
Query 1	θ = 0.98	180088	0.308345
Query 2	θ = 0.48	21992	0.02
Query 2	θ = 0.88	127615	0.034370
Query 1	θ = 0.88	192060	0.216299
Query 2	θ = 0.28	128834	0.01
Query 2	θ = 0.98	188126	0.093299
Query 3	θ = 0.98	8461	0.110361
Query 2	θ = 0.78	20971	0.003013
Query 2	θ = 0.98	34421	0.028239
Query 3	θ = 0.28	171773	0.01
Query 1	θ = 0.48	141474	0.007683
Query 1	θ = 0.98	167304	0.301912
Query 3	θ = 0.88	132113	0.182966
Query 2	θ = 0.48	16792	0.01
Query 2	θ = 0.28	136716	0.01
Query 2	θ = 0.28	167480	0.01
Query 2	θ = 0.88	143070	0.028845
Query 1	θ = 0.88	47929	0.285316
Query 1	θ = 0.88	149361	0.234080
Query 3	θ = 0.88	124392	0.185842
Query 1	θ = 0.48	131200	0.012129
Query 2	θ = 0.88	91767	0.048507
Query 2	θ = 0.78	139907	0.03
Query 3	θ = 0.28	138657	0.01
Query 2	θ = 0.78	163353	0.01
Query 3	θ = 0.88	160871	0.172978
Query 1	θ = 0.78	15343	0.205223
Query 2	θ = 0.28	112910	0.01
Query 3	θ = 0.98	4076	0.104221
Query 2	θ = 0.48	95475	0.01
Query 3	θ = 0.28	29429	0.01
Query 3	θ = 0.48	76582	0.016765
Query 3	θ = 0.28	28447	0.01
Query 1	θ = 0.88	12947	0.308308
Query 2	θ = 0.48	146363	0.01
Query 3	θ = 0.98	137847	0.219853
Query 3	θ = 0.78	141712	0.094241
Query 3	θ = 0.88	143255	0.178976
Query 2	θ = 0.88	183217	0.015880
Query 3	θ = 0.88	37598	0.225023
Query 1	θ = 0.98	125109	0.276963
Query 1	θ = 0.98	28170	0.184501
Query 1	θ = 0.78	119735	0.133674
Query 3	θ = 0.98	11486	0.114450
Query 1	θ = 0.98	75871	0.238120
Query 3	θ = 0.98	176648	0.238027
Query 3	θ = 0.28	132525	0.01
Query 2	θ = 0.48	185855	0.01
Query 3	θ = 0.78	153518	0.089819
Query 3	θ = 0.88	118158	0.188225
Query 1	θ = 0.78	43803	0.187985
Query 1	θ = 0.78	27534	0.199119
Query 2	θ = 0.48	13123	0.01
Query 2	θ = 0.28	6664	0.01
Query 1	θ = 0.98	28161	0.184491
Query 3	θ = 0.98	39928	0.147849
Query 2	θ = 0.78	155161	0.04
Query 1	θ = 0.98	148619	0.291547
Query 2	θ = 0.48	52576	0.02
Query 1	θ = 0.28	60576	0.01
Query 1	θ = 0.88	134379	0.240535
Query 1	θ = 0.28	5145	0.01
Query 1	θ = 0.98	37599	0.196845
Query 1	θ = 0.28	162993	0.01
Query 2	θ = 0.28	92426	0.01
Query 2	θ = 0.28	180758	0.01
Query 1	θ = 0.48	198319	0.01
Query 2	θ = 0.98	175696	0.090012
Query 1	θ = 0.28	18558	0.01
Query 2	θ = 0.98	180384	0.091269
Query 2	θ = 0.48	197837	0.01
Query 2	θ = 0.48	56315	0.02
Query 2	θ = 0.98	40805	0.032586
Query 2	θ = 0.48	125545	0.01
Query 2	θ = 0.48	3307	0.02
Query 3	θ = 0.88	132665	0.182765
Query 1	θ = 0.98	51519	0.213259
Query 1	θ = 0.98	15607	0.166431
Query 2	θ = 0.48	157707	0.01
Query 1	θ = 0.28	105587	0.01
Query 3	θ = 0.98	15536	0.119742
Query 1	θ = 0.88	16860	0.305598
Query 2	θ = 0.88	170024	0.019947
Query 2	θ = 0.78	194843	0.05
Query 3	θ = 0.88	55856	0.215552
Query 2	θ = 0.98	199044	0.096017
Query 2	θ = 0.28	52631	0.01
Query 3	θ = 0.98	167939	0.234282
Query 1	θ = 0.88	116164	0.248902
Query 3	θ = 0.28	144054	0.01
Query 3	θ = 0.98	38387	0.146243
Query 3	θ = 0.78	139330	0.095150
Query 1	θ = 0.28	66155	0.01
Query 1	θ = 0.98	71704	0.234207
Query 2	θ = 0.48	35547	0.02
Query 2	θ = 0.98	14064	0.012636
Query 1	θ = 0.48	169506	0.01
Query 1	θ = 0.78	51700	0.181742
Query 1	θ = 0.98	26245	0.181864
Query 1	θ = 0.88	2567	0.315750
Query 2	θ = 0.28	142480	0.01
Query 2	θ = 0.98	156552	0.084509
Query 2	θ = 0.48	114633	0.01
Query 1	θ = 0.98	20478	0.173670
Query 3	θ = 0.78	164887	0.085675
Query 2	θ = 0.98	196016	0.095286
Query 1	θ = 0.88	156765	0.230842
Query 2	θ = 0.28	47263	0.01
Query 1	θ = 0.88	172345	0.224203
Query 3	θ = 0.78	8278	0.156196
Query 3	θ = 0.98	176693	0.238046
Query 2	θ = 0.78	180305	0.04
Query 1	θ = 0.48	55677	0.051504
Query 1	θ = 0.88	150497	0.233605
Query 1	θ = 0.98	41094	0.201164
Query 3	θ = 0.48	131957	0.01
Query 1	θ = 0.98	3737	0.146650
Query 2	θ = 0.88	118938	0.037612
Query 3	θ = 0.48	117827	0.01
Query 2	θ = 0.28	92034	0.01
Query 3	θ = 0.98	144481	0.223251
Query 1	θ = 0.28	56801	0.01
Query 3	θ = 0.28	199640	0.01
Query 1	θ = 0.28	196865	0.01
Query 1	θ = 0.48	186540	0.01
Query 1	θ = 0.28	179726	0.01
Query 2	θ = 0.98	70237	0.049973
Query 3	θ = 0.88	93459	0.198241
Query 2	θ = 0.98	172809	0.089220
Query 3	θ = 0.88	147350	0.177537
Query 2	θ = 0.28	27873	0.01
Query 1	θ = 0.98	40523	0.200463
Query 2	θ = 0.98	149484	0.082324
Query 1	θ = 0.28	191097	0.01
Query 3	θ = 0.78	45667	0.136245
Query 1	θ = 0.98	170061	0.303321
Query 2	θ = 0.28	180495	0.01
Query 1	θ = 0.78	172655	0.102110
Query 1	θ = 0.48	59648	0.049119
Query 1	θ = 0.88	137273	0.239258
Query 1	θ = 0.48	169499	0.01
Query 3	θ = 0.28	179247	0.01
Query 1	θ = 0.78	108533	0.140954
Query 2	θ = 0.28	150010	0.01
Query 2	θ = 0.88	26706	0.080199
Query 1	θ = 0.48	93103	0.030870
Query 2	θ = 0.78	33256	0.04
Query 2	θ = 0.78	9339	0.007634
Query 1	θ = 0.88	16849	0.305606
Query 2	θ = 0.88	131746	0.032869
Query 2	θ = 0.78	166114	0.03
Query 2	θ = 0.48	10701	0.02
Query 3	θ = 0.78	29348	0.144653
Query 1	θ = 0.48	169332	0.01
Query 2	θ = 0.48	78873	0.01
Query 3	θ = 0.98	194083	0.245030
Query 2	θ = 0.28	189338	0.01
Query 2	θ = 0.78	152870	0.01
Query 2	θ = 0.88	143605	0.028659
Query 2	θ = 0.28	5642	0.01
Query 1	θ = 0.28	157537	0.01
Query 1	θ = 0.98	176941	0.306805
Query 2	θ = 0.88	18281	0.085035
Query 1	θ = 0.98	49431	0.210917
Query 3	θ = 0.28	52043	0.01
Query 2	θ = 0.48	177003	0.02
Query 1	θ = 0.98	36851	0.195896
Query 1	θ = 0.48	43724	0.058818
Query 1	θ = 0.78	7323	0.209374
Query 3	θ = 0.48	141051	0.01
Query 3	θ = 0.28	115445	0.01
Query 2	θ = 0.48	82939	0.02
Query 2	θ = 0.78	153203	0.04
Query 2	θ = 0.48	184420	0.01
Query 1	θ = 0.28	76249	0.01
Query 1	θ = 0.98	104688	0.262378
Query 3	θ = 0.48	187794	0.01
